episode,total_reward,actor_loss,critic_loss,consensus_rate,byzantine_detection_rate,false_positive_rate,avg_trust_score
300,-2300.0,0.04213263177682945,389.59930419921875,0.47,0.0325,0.386,0.37142857142857144
301,-1157.0,0.030092221227407987,409.89837646484375,0.76,0.085,0.431,0.2714285714285714
302,-2232.0,0.048823986288750475,238.96246337890625,0.65,0.085,0.419,0.4885714285714286
303,-2897.0,0.03602686898063569,306.10723876953125,0.635,0.05,0.394,0.3657142857142857
304,-2063.0,0.020946255997322232,438.8252868652344,0.55,0.1175,0.381,0.23714285714285713
305,-3382.0,0.031571315488171034,303.10528564453125,0.58,0.09,0.399,0.3742857142857143
306,-1483.0,0.022889391605401346,289.334228515625,0.545,0.0025,0.372,0.6185714285714285
307,-1866.0,0.016108483363495907,318.31878662109375,0.755,0.185,0.322,0.3671428571428571
308,-2386.0,0.04001859712090144,343.6483459472656,0.635,0.0425,0.419,0.29285714285714287
309,-2175.0,0.02418449185954939,312.8026428222656,0.555,0.0625,0.384,0.35000000000000014
310,-1408.0,0.035027520699908825,269.6042175292969,0.565,0.0075,0.388,0.61
311,-3471.0,0.03696690881042741,382.7568664550781,0.725,0.0575,0.411,0.2542857142857143
312,-3145.0,0.03870042250491679,306.7593078613281,0.715,0.165,0.392,0.26857142857142857
313,-2182.0,0.05130422877742343,313.6911926269531,0.545,0.01,0.352,0.6100000000000001
314,-2760.0,0.07095317179066894,429.2154235839844,0.665,0.2225,0.339,0.28714285714285726
315,-1036.0,0.0463344788212063,290.8020324707031,0.82,0.18,0.379,0.172857142857143
316,-3067.0,0.06225223461660789,301.38177490234375,0.73,0.11,0.408,0.4957142857142857
317,-3229.0,0.07043086820963904,432.0520324707031,0.57,0.0075,0.507,0.38571428571428573
318,-1961.0,0.061130869001707264,286.2740478515625,0.795,0.11,0.415,0.11142857142857143
319,-415.0,0.0696800701371103,298.195068359375,0.875,0.0825,0.372,0.3642857142857143
320,-5396.0,0.03648491613837125,264.0054626464844,0.665,0.1475,0.39,0.25571428571428567
321,-1042.0,0.03073358625156938,259.7516784667969,0.565,0.08,0.388,0.36714285714285716
322,-1471.0,0.04387048524222337,304.4672546386719,0.685,0.0575,0.373,0.2757142857142857
323,-3165.0,0.020949036207249656,355.52001953125,0.585,0.03,0.354,0.4171428571428577
324,-3488.0,0.02879738473659797,360.0447082519531,0.675,0.1075,0.321,0.17714285714285719
325,-1679.0,0.03401055942439208,389.5204162597656,0.645,0.07,0.36,0.35285714285714287
326,-1790.0,0.03814057501689864,372.6586608886719,0.65,0.1625,0.295,0.25
327,-2923.0,0.027460055085871966,317.6488342285156,0.625,0.0675,0.367,0.3171428571428573
328,-1842.0,0.017109297487227844,329.8173522949219,0.7,0.18,0.358,0.37000000000000005
329,-124.0,0.04091640501324686,362.068603515625,0.775,0.0625,0.363,0.13857142857142857
330,-1419.0,0.030294615872532762,337.6280822753906,0.58,0.065,0.365,0.3357142857142858
331,-3541.0,0.03969159827101976,332.1208190917969,0.77,0.2025,0.386,0.18285714285714286
332,-857.0,0.03863357888725919,328.8913879394531,0.605,0.055,0.339,0.332857142857143
333,-2138.0,0.03940365030160008,290.3545227050781,0.745,0.045,0.448,0.2542857142857143
334,304.0,0.03335164683708821,428.6693420410156,0.66,0.0675,0.35,0.22285714285714286
335,435.0,0.02641052582787649,461.56463623046875,0.825,0.1075,0.32,0.12142857142857143
336,-1835.0,0.027908152817482396,426.1282958984375,0.615,0.065,0.392,0.24714285714285714
337,-1746.0,0.012157385564933065,269.2882995605469,0.855,0.155,0.381,0.4928571428571429
338,-1006.0,0.030668572439546033,387.8792419433594,0.645,0.1075,0.283,0.6128571428571429
339,-1390.0,0.01427077031153853,300.6658630371094,0.78,0.0675,0.311,0.4971428571428572
340,-284.0,0.027595912192607232,464.41192626953125,0.59,0.01,0.33,0.5114285714285715
341,-2686.0,0.04865392119141428,384.2087097167969,0.58,0.0325,0.459,0.32
342,-2285.0,0.04425998608452834,295.666748046875,0.685,0.07,0.408,0.4957142857142857
343,-583.0,0.07525987826634914,340.5662536621094,0.715,0.05,0.428,0.4885714285714287
344,277.0,0.06362749213128284,317.4527893066406,0.785,0.065,0.388,0.44571428571428573
345,-1049.0,0.07650291762859394,446.1991271972656,0.58,0.0175,0.354,0.6057142857142858
346,-1456.0,0.07072415992063595,336.1172180175781,0.53,0.0425,0.387,0.6085714285714285
347,-999.0,0.09839084751417561,444.7344055175781,0.635,0.0275,0.351,0.25000000000000006
348,-735.0,0.04401573966398636,585.2234497070312,0.72,0.1225,0.355,0.2571428571428571
349,-1273.0,0.05338650969705278,379.34149169921875,0.71,0.0975,0.44,0.26285714285714284
350,-90.0,0.04722886402201506,466.5644836425781,0.71,0.095,0.328,0.2342857142857143
351,-2401.0,0.069490798221003,403.6316833496094,0.66,0.025,0.408,0.5457142857142859
352,-2202.0,0.06910769441622376,352.708984375,0.53,0.11,0.373,0.3742857142857143
353,-3093.0,0.0909428440603993,322.4545593261719,0.525,0.0025,0.479,0.39285714285714285
354,-1358.0,0.09989799181312264,337.2071838378906,0.615,0.02,0.409,0.6142857142857144
355,-2412.0,0.16241903628490814,275.6273498535156,0.625,0.0525,0.403,0.40571428571428575
356,-2545.0,0.1359485069920733,437.7466125488281,0.785,0.0325,0.476,0.25999999999999995
357,-1532.0,0.10763026626019771,399.6589050292969,0.635,0.0675,0.331,0.6428571428571429
358,-548.0,0.1138420797901095,402.9428405761719,0.63,0.09,0.414,0.38428571428571434
359,-1726.0,0.13446305241242434,370.427001953125,0.65,0.07,0.414,0.4957142857142857
360,-2436.0,0.1395081045338884,328.9815673828125,0.71,0.05,0.444,0.49142857142857144
361,-495.0,0.1444860888898672,514.1544189453125,0.755,0.0525,0.384,0.23714285714285716
362,-1488.0,0.15998213980388495,283.3996887207031,0.75,0.0525,0.429,0.24857142857142858
363,-704.0,0.12644372028807993,405.9771423339844,0.57,0.085,0.282,0.5528571428571429
364,726.0,0.10687845133361407,452.8634033203125,0.695,0.1375,0.241,0.5014285714285717
365,-2141.0,0.10788528123729131,456.4838562011719,0.535,0.0275,0.393,0.4957142857142857
366,-1249.0,0.14648835217771453,332.7158203125,0.56,0.085,0.441,0.35857142857142854
367,-2605.0,0.1392817921483324,360.1355895996094,0.65,0.195,0.296,0.5742857142857142
368,-100.0,0.23236708579705528,412.02789306640625,0.745,0.3,0.31,0.26285714285714296
369,-966.0,0.13539929969920195,422.2655029296875,0.635,0.185,0.327,0.24000000000000002
370,-2272.0,0.14456545330644335,350.56927490234375,0.64,0.05,0.378,0.25142857142857145
371,-1576.0,0.11285712135785227,436.3912353515625,0.58,0.0375,0.334,0.3071428571428573
372,-2518.0,0.12020002961071441,383.2223815917969,0.77,0.1175,0.379,0.24285714285714285
373,-262.0,0.08904574277819068,304.727783203125,0.585,0.0425,0.383,0.43571428571428594
374,-1467.0,0.0934890936384493,438.5452880859375,0.7,0.0725,0.389,0.26142857142857145
375,-2959.0,0.08880415294827669,365.6273498535156,0.5,0.0275,0.445,0.3742857142857143
376,-2726.0,0.07959407494620661,481.7050476074219,0.82,0.105,0.401,0.12428571428571429
377,-2714.0,0.05908400732265103,480.9800109863281,0.54,0.0975,0.346,0.3614285714285715
378,-3509.0,0.04867215403386841,309.97735595703125,0.78,0.0475,0.447,0.26142857142857145
379,-2578.0,0.044816894251458246,365.5733337402344,0.705,0.065,0.366,0.22285714285714292
380,-2352.0,0.039528797932559555,374.44970703125,0.55,0.0375,0.421,0.51
381,-1302.0,0.05620764152627089,325.45166015625,0.765,0.085,0.402,0.2642857142857143
382,-2677.0,0.05315197486457431,363.9236755371094,0.63,0.105,0.375,0.26142857142857145
383,-2092.0,0.08563889433831459,368.44598388671875,0.51,0.0575,0.375,0.3271428571428571
384,-3059.0,0.08710717842196962,310.4735412597656,0.64,0.03,0.442,0.36571428571428577
385,-4192.0,0.07722932561513776,432.53192138671875,0.715,0.1325,0.368,0.2528571428571429
386,-3659.0,0.06808657376625758,422.3836364746094,0.575,0.04,0.333,0.4585714285714287
387,-641.0,0.08256815195740533,287.36859130859375,0.685,0.0325,0.41,0.3057142857142857
388,-1853.0,0.08061021327843523,364.5450134277344,0.685,0.2575,0.329,0.1414285714285715
389,-1740.0,0.054742114665714325,314.4324951171875,0.655,0.09,0.391,0.6142857142857142
390,-2491.0,0.0395658788352843,311.0696716308594,0.64,0.01,0.446,0.6171428571428572
391,-2613.0,0.026624219933312685,363.8399353027344,0.725,0.2275,0.347,0.19142857142857148
392,54.0,0.045110582747708704,306.83184814453125,0.85,0.14,0.376,0.3657142857142857
393,-4020.0,0.025297571047433718,352.15435791015625,0.735,0.1025,0.403,0.24571428571428575
394,-3186.0,0.014806891585197133,265.52984619140625,0.86,0.205,0.401,0.25285714285714284
395,-2298.0,0.02288243262332149,421.09625244140625,0.725,0.2475,0.294,0.1842857142857143
396,-1219.0,0.029969775376230245,278.3870544433594,0.765,0.265,0.357,0.2542857142857143
397,-2294.0,0.022306116443879937,424.32421875,0.595,0.1275,0.339,0.1714285714285715
398,-2472.0,0.020379795380514616,396.6367492675781,0.535,0.1,0.356,0.38285714285714284
399,-3003.0,0.02979006825989927,311.2037658691406,0.705,0.065,0.306,0.3100000000000001
400,-2426.0,0.04918284548589976,401.64495849609375,0.81,0.3175,0.365,0.1685714285714286
401,-4928.0,0.03375798832036837,331.47589111328125,0.655,0.1425,0.407,0.4042857142857144
402,-1283.0,0.047518206094017454,330.5965270996094,0.54,0.01,0.355,0.6185714285714285
403,-1693.0,0.048922091991179126,367.86614990234375,0.695,0.095,0.384,0.37000000000000005
404,-3283.0,0.07844281494596674,340.0888671875,0.58,0.04,0.416,0.3871428571428571
405,-2718.0,0.07037146095795574,343.45220947265625,0.59,0.0525,0.371,0.33428571428571435
406,-2080.0,0.07343567903808434,380.171630859375,0.56,0.075,0.277,0.31428571428571433
407,-408.0,0.05182998909523511,378.73272705078125,0.565,0.0325,0.35,0.3885714285714286
408,-3040.0,0.07569114627507847,389.9465026855469,0.62,0.0775,0.366,0.3642857142857145
409,-2163.0,0.07537172413919636,272.267822265625,0.785,0.1375,0.381,0.2057142857142858
410,-1324.0,0.060948509096176294,492.1532897949219,0.57,0.025,0.315,0.5242857142857142
411,-664.0,0.08185620037121615,321.9950256347656,0.68,0.0875,0.312,0.6014285714285715
412,-2375.0,0.06752054978798176,356.4755859375,0.56,0.185,0.314,0.4171428571428572
413,-1428.0,0.07835870002288305,376.357666015625,0.705,0.1125,0.36,0.13285714285714284
414,-1633.0,0.05783791669559183,294.18548583984375,0.565,0.0775,0.368,0.49571428571428594
415,-1097.0,0.04911988151850112,327.73553466796875,0.735,0.0475,0.392,0.48142857142857143
416,-1520.0,0.04186506939523887,397.94561767578125,0.6,0.1375,0.339,0.36714285714285716
417,-1212.0,0.021615478445060683,536.659912109375,0.79,0.105,0.386,0.24571428571428572
418,-1702.0,0.039054420216936184,424.8392333984375,0.69,0.1175,0.373,0.2285714285714286
419,475.0,0.05010275614456207,496.9627990722656,0.83,0.15,0.375,0.36571428571428566
420,-3747.0,0.07381248135633152,391.6851806640625,0.695,0.065,0.399,0.2942857142857143
421,-3415.0,0.04440265477387584,368.6646728515625,0.58,0.14,0.457,0.3685714285714285
422,336.0,0.08321696040210165,256.3058166503906,0.605,0.0625,0.381,0.48571428571428577
423,-3966.0,0.07055346459570241,342.01263427734375,0.665,0.135,0.387,0.2657142857142857
424,-4375.0,0.06071943160869913,355.13201904296875,0.665,0.0525,0.455,0.25142857142857145
425,-1755.0,0.04506566235171964,316.576171875,0.555,0.0075,0.457,0.4871428571428572
426,-2010.0,0.042161296559372986,406.7248840332031,0.58,0.1325,0.303,0.4928571428571429
427,-2088.0,0.053968724412698066,308.27191162109375,0.625,0.01,0.405,0.5714285714285714
428,-3357.0,0.09116257230198244,486.00164794921875,0.71,0.1075,0.36,0.15428571428571428
429,-672.0,0.035709331120805085,374.5672607421875,0.725,0.1275,0.349,0.48714285714285716
430,-2875.0,0.055390541256721396,338.9719543457031,0.47,0.0375,0.396,0.35857142857142854
431,-2684.0,0.04865413949404943,347.8043212890625,0.63,0.0,0.424,0.4985714285714286
432,-2056.0,0.05266264907861894,446.3160400390625,0.62,0.075,0.35,0.28000000000000014
433,-1717.0,0.06518697672384276,281.92529296875,0.755,0.1025,0.412,0.48571428571428577
434,-1709.0,0.06150007938413182,282.6446228027344,0.855,0.2075,0.394,0.11285714285714285
435,-3303.0,0.050026341115361514,410.95953369140625,0.585,0.0575,0.394,0.35285714285714287
436,-1519.0,0.03777755877828375,363.1629943847656,0.565,0.0125,0.387,0.6171428571428572
437,-1651.0,0.07746661644237715,326.6300048828125,0.61,0.1225,0.383,0.41000000000000014
438,-1477.0,0.054678901202610826,321.9743347167969,0.545,0.0125,0.483,0.61
439,-3456.0,0.06231356637259263,343.5787353515625,0.55,0.0775,0.385,0.3742857142857143
440,-3662.0,0.06214718215466876,355.3662109375,0.565,0.0275,0.357,0.5685714285714286
441,-3896.0,0.06617267032145589,245.3424835205078,0.78,0.2025,0.438,0.6257142857142857
442,-2169.0,0.0621213805627901,363.4566345214844,0.505,0.09,0.415,0.3757142857142858
443,-1589.0,0.05694782083290712,267.9450378417969,0.56,0.0025,0.419,0.6128571428571429
444,-1183.0,0.05409836287487581,287.3756103515625,0.675,0.0425,0.401,0.6114285714285713
445,-1541.0,0.056442707309283184,363.5863342285156,0.47,0.02,0.463,0.37714285714285717
446,-1494.0,0.03981249784711898,261.6658630371094,0.6,0.03,0.416,0.602857142857143
447,-4074.0,0.04102764222417526,417.84515380859375,0.625,0.28,0.361,0.3400000000000002
448,-2520.0,0.03581560273440638,345.7294921875,0.525,0.0175,0.4,0.37714285714285717
449,-3459.0,0.03433869499505298,309.1153259277344,0.74,0.22,0.382,0.28142857142857153
450,-1055.0,0.029110756333726125,402.85150146484375,0.62,0.24,0.248,0.61
451,-2479.0,0.014186661106058247,358.5379333496094,0.725,0.175,0.37,0.48571428571428577
452,-1426.0,0.023494935104931107,489.42559814453125,0.725,0.08,0.451,0.1142857142857143
453,-893.0,0.015308288176519065,322.2633361816406,0.71,0.2025,0.385,0.3642857142857143
454,-2107.0,0.014655162579791587,334.81732177734375,0.665,0.15,0.379,0.3757142857142858
455,-2522.0,0.02554217547627299,408.51947021484375,0.655,0.0425,0.439,0.24857142857142858
456,585.0,0.03695209368639293,651.0991821289062,0.765,0.265,0.317,0.16714285714285712
457,-2566.0,0.03734893386250145,331.55157470703125,0.58,0.0275,0.402,0.62
458,375.0,0.056037929833109956,419.414794921875,0.73,0.07,0.345,0.28285714285714286
459,-38.0,0.04081596293950237,300.18731689453125,0.505,0.0125,0.316,0.5142857142857143
460,-2409.0,0.05856483366889214,380.2854919433594,0.85,0.1275,0.396,0.20428571428571432
461,-2879.0,0.030221655398366108,284.2480773925781,0.6,0.005,0.431,0.6071428571428571
462,-2638.0,0.032052383837643514,303.9218444824219,0.635,0.0525,0.345,0.48000000000000015
463,-2626.0,0.028099900917628214,401.2740478515625,0.785,0.235,0.41,0.24714285714285733
464,-1808.0,0.11972555713094023,361.3111572265625,0.89,0.1425,0.4,0.3200000000000002
465,-1209.0,0.09529859894662097,402.28094482421875,0.685,0.275,0.233,0.4671428571428572
466,-3137.0,0.060806734989455435,377.7340393066406,0.725,0.1125,0.393,0.24285714285714285
467,-2229.0,0.03146280452295157,306.8542175292969,0.545,0.0675,0.384,0.5085714285714287
468,-2240.0,0.03716218889426922,324.205810546875,0.565,0.0225,0.424,0.6128571428571429
469,-1044.0,0.029936526114397566,272.2069091796875,0.81,0.0925,0.402,0.49000000000000005
470,-14.0,0.07623962605742106,225.4053497314453,0.785,0.17,0.419,0.17428571428571432
471,-741.0,0.07158359705447635,310.6564636230469,0.795,0.07,0.392,0.4942857142857143
472,-2019.0,0.08429979090526883,371.0225830078125,0.61,0.1725,0.393,0.3342857142857144
473,-1388.0,0.09585934502268044,440.9606018066406,0.525,0.0375,0.47,0.36428571428571427
474,-1682.0,0.11256509014804449,272.6859130859375,0.64,0.02,0.425,0.5842857142857143
475,-2477.0,0.11401848046495745,296.84857177734375,0.505,0.0225,0.392,0.39428571428571424
476,-1931.0,0.13839140373550304,342.56341552734375,0.68,0.035,0.416,0.31857142857142856
477,-952.0,0.1710814966349322,420.466064453125,0.65,0.055,0.355,0.25
478,-1791.0,0.17771294019673536,317.4991149902344,0.65,0.065,0.417,0.2485714285714286
479,-1843.0,0.14653670842692787,325.9230651855469,0.51,0.02,0.407,0.33
480,-3158.0,0.12107681408035985,444.4705810546875,0.55,0.025,0.48,0.34857142857142864
481,-2380.0,0.20163485772198847,306.8034362792969,0.58,0.0875,0.42,0.23714285714285716
482,-3037.0,0.17334084468218083,387.4554138183594,0.535,0.0425,0.461,0.3885714285714286
483,-1932.0,0.22459196759258962,372.6930236816406,0.48,0.005,0.409,0.37
484,-1736.0,0.2271451901763482,295.838623046875,0.655,0.0,0.42,0.51
485,418.0,0.24610933407010244,502.22601318359375,0.505,0.0275,0.329,0.41857142857142887
486,-1664.0,0.24941232860666268,440.00390625,0.635,0.0075,0.339,0.3942857142857144
487,-2321.0,0.17026431350313942,479.6752014160156,0.485,0.145,0.376,0.3614285714285715
488,188.0,0.17248047529782135,503.1307067871094,0.495,0.0325,0.263,0.5771428571428573
489,-774.0,0.18490031540672394,486.22979736328125,0.685,0.13,0.385,0.23857142857142857
490,-2728.0,0.1491736519778247,345.9478759765625,0.5,0.0175,0.37,0.42714285714285716
491,-890.0,0.20084674934436667,422.08038330078125,0.555,0.0325,0.31,0.5271428571428574
492,101.0,0.17666720110199613,458.73175048828125,0.9,0.0475,0.462,0.14142857142857143
493,-1122.0,0.16393249278345529,282.1001892089844,0.725,0.05,0.402,0.4885714285714286
494,-1100.0,0.13748708866218554,269.6354064941406,0.595,0.015,0.366,0.6142857142857142
495,-2677.0,0.08577813486252646,420.6806640625,0.52,0.07,0.499,0.3742857142857142
496,-1309.0,0.09136063256716755,328.7555847167969,0.57,0.0225,0.444,0.42857142857142877
497,-523.0,0.09334150600209666,320.73797607421875,0.5,0.0675,0.419,0.3628571428571429
498,200.0,0.07624295286119118,598.3363647460938,0.61,0.1425,0.314,0.4728571428571429
499,-111.0,0.07258467004846482,370.2823791503906,0.565,0.0275,0.328,0.3585714285714286
500,-749.0,0.1330496698875712,363.2433776855469,0.75,0.0925,0.412,0.24571428571428575
501,-1386.0,0.0718164686997105,323.2083435058594,0.655,0.0525,0.414,0.49714285714285716
502,101.0,0.10554411519322977,258.43212890625,0.495,0.0,0.464,0.34714285714285714
503,-2058.0,0.10424203440821397,364.5769348144531,0.58,0.0375,0.376,0.382857142857143
504,-3375.0,0.12104728113211292,356.0115051269531,0.685,0.0625,0.396,0.27999999999999997
505,-1104.0,0.1279865294964111,321.6808166503906,0.705,0.025,0.432,0.4942857142857143
506,-175.0,0.10209400103069909,261.537353515625,0.59,0.0475,0.384,0.48142857142857143
507,-1917.0,0.07660589712499391,309.063720703125,0.66,0.0425,0.403,0.49571428571428566
508,-1095.0,0.11742802964831103,304.8612365722656,0.725,0.0425,0.378,0.4857142857142857
509,-1595.0,0.09276136222511663,273.4892883300781,0.595,0.0025,0.433,0.6171428571428572
510,-120.0,0.09689386575389237,427.1582336425781,0.625,0.04,0.304,0.22428571428571428
511,412.0,0.08358459156547074,437.05633544921875,0.5,0.0125,0.257,0.7271428571428571
512,-2762.0,0.07320033633160554,268.1167907714844,0.56,0.0,0.373,0.62
513,-1904.0,0.10599189753026751,353.7059020996094,0.63,0.0375,0.43,0.3814285714285714
514,-1604.0,0.13183436071942975,364.0076904296875,0.7,0.045,0.379,0.23428571428571426
515,-1619.0,0.1206792863319736,300.93817138671875,0.53,0.015,0.437,0.37
516,-2238.0,0.08051492383856385,502.50604248046875,0.725,0.0225,0.459,0.24857142857142858
517,-1273.0,0.12040992825287893,344.32598876953125,0.625,0.0975,0.339,0.26999999999999996
518,-1577.0,0.07693409422271154,463.8679504394531,0.495,0.0025,0.409,0.37857142857142856
519,-2323.0,0.09829326254631658,331.88836669921875,0.595,0.0625,0.43,0.3728571428571429
520,-2879.0,0.09020230155978684,345.89288330078125,0.615,0.07,0.264,0.7285714285714285
521,-858.0,0.09732723977036326,331.08966064453125,0.71,0.0425,0.402,0.27285714285714285
522,-3212.0,0.10673611296286774,234.5638427734375,0.795,0.21,0.396,0.1414285714285714
523,-2301.0,0.12790696679231978,389.6094055175781,0.545,0.1025,0.413,0.3757142857142857
524,-1594.0,0.14385889214099734,301.10540771484375,0.735,0.08,0.379,0.17
525,248.0,0.11405515531077981,403.09735107421875,0.625,0.095,0.298,0.3785714285714287
526,368.0,0.1275545365403689,513.668212890625,0.59,0.055,0.255,0.7271428571428572
527,-2902.0,0.14122938888353279,400.9224853515625,0.49,0.1725,0.34,0.27285714285714285
528,-2109.0,0.18415528119138408,429.6125183105469,0.595,0.0225,0.383,0.482857142857143
529,-3818.0,0.20591671100139916,356.4966735839844,0.67,0.04,0.393,0.45428571428571446
530,-1836.0,0.17096295622832258,435.7195129394531,0.565,0.04,0.335,0.5357142857142859
531,-3626.0,0.15885726183478255,412.66552734375,0.635,0.08,0.437,0.36714285714285727
532,-1150.0,0.2337289939184432,248.57774353027344,0.76,0.0875,0.454,0.4928571428571428
533,-353.0,0.1624701517700617,459.1611328125,0.615,0.025,0.36,0.35428571428571426
534,-2219.0,0.12254043698339956,385.7577209472656,0.78,0.04,0.475,0.24857142857142858
535,-1363.0,0.12081245763848918,306.15264892578125,0.55,0.0075,0.455,0.6085714285714285
536,-722.0,0.12075393539791028,511.13726806640625,0.665,0.1075,0.283,0.4871428571428572
537,-1369.0,0.08654480748685144,327.0955810546875,0.505,0.005,0.41,0.3685714285714286
538,-626.0,0.11834930361094718,432.56365966796875,0.57,0.0075,0.355,0.36428571428571427
539,-2260.0,0.2040970783096522,325.5816955566406,0.63,0.05,0.411,0.5042857142857143
540,-1712.0,0.11795994893275617,387.38397216796875,0.505,0.02,0.422,0.37000000000000005
541,-2714.0,0.15001595734377457,276.8457336425781,0.605,0.01,0.444,0.5
542,-1454.0,0.1529186858408918,294.9622497558594,0.685,0.0375,0.366,0.4785714285714286
543,-3632.0,0.1417332634570942,395.209228515625,0.505,0.0,0.454,0.3957142857142858
544,-1199.0,0.1652643026037757,404.4612731933594,0.82,0.0975,0.421,0.20428571428571432
545,-2568.0,0.16021443597128382,287.9131164550781,0.705,0.045,0.38,0.2357142857142857
546,-1719.0,0.16275876750296447,347.7603759765625,0.53,0.0825,0.397,0.49000000000000016
547,-1207.0,0.13077706119760737,258.9075012207031,0.535,0.0025,0.376,0.6171428571428572
548,-1679.0,0.12026420701503023,404.0694885253906,0.585,0.0375,0.439,0.2785714285714286
549,-4154.0,0.0700772411718,336.5835876464844,0.67,0.0575,0.346,0.5071428571428572
550,-1261.0,0.11346395195557436,274.4722595214844,0.585,0.0,0.453,0.41000000000000003
551,-1410.0,0.13141698738659865,225.4813232421875,0.59,0.0175,0.413,0.49857142857142855
552,-2650.0,0.1579925357961786,309.982177734375,0.545,0.0025,0.417,0.6157142857142858
553,-1594.0,0.1564171481786616,276.019775390625,0.54,0.0,0.381,0.6171428571428572
554,-3604.0,0.16791184932403017,310.6090087890625,0.63,0.0425,0.369,0.4571428571428573
555,-1226.0,0.15915739668032206,261.9034729003906,0.605,0.0075,0.445,0.3800000000000003
556,-1305.0,0.1675902448530126,327.53240966796875,0.57,0.085,0.335,0.3614285714285714
557,-1441.0,0.15418708171845147,347.2947998046875,0.47,0.0075,0.438,0.37142857142857144
558,-949.0,0.15280384605440694,329.00469970703125,0.69,0.03,0.412,0.2342857142857143
559,-1880.0,0.16914184080061595,284.26019287109375,0.68,0.055,0.414,0.20285714285714293
560,-1181.0,0.1453954202370369,329.3247985839844,0.595,0.0025,0.49,0.5057142857142857
561,-1922.0,0.12232425099396746,311.85369873046875,0.52,0.0175,0.418,0.4714285714285715
562,-3739.0,0.154699263594791,272.9964904785156,0.545,0.0,0.313,0.3757142857142857
563,-2203.0,0.17234746919088398,321.6309814453125,0.705,0.1325,0.43,0.1942857142857144
564,-2717.0,0.1349447282160067,334.8916015625,0.62,0.075,0.365,0.31714285714285717
565,-3115.0,0.11778548348775075,262.6504211425781,0.57,0.0125,0.423,0.6214285714285713
566,-3504.0,0.11110454296171415,336.4458312988281,0.705,0.09,0.403,0.1585714285714286
567,-363.0,0.11647985493410877,423.10711669921875,0.77,0.4125,0.19,0.6342857142857142
568,-2282.0,0.14180632815571567,348.5511169433594,0.645,0.0575,0.387,0.3685714285714286
569,-2763.0,0.1507702800133432,362.3739013671875,0.58,0.1225,0.349,0.3742857142857143
570,248.0,0.13219558729802625,345.4662780761719,0.59,0.045,0.409,0.37000000000000005
571,-560.0,0.1437828633596447,267.0461120605469,0.715,0.05,0.381,0.4857142857142857
572,-1230.0,0.16694712266533834,236.0638427734375,0.89,0.185,0.423,0.1600000000000002
573,-2031.0,0.20118334169403948,317.10430908203125,0.7,0.09,0.357,0.2342857142857143
574,-3198.0,0.2072548589751802,292.2497253417969,0.635,0.0125,0.309,0.46714285714285725
575,-2754.0,0.13675973633404023,343.490966796875,0.785,0.1525,0.415,0.12714285714285714
576,-1340.0,0.1578685797856971,384.1873779296875,0.625,0.09,0.39,0.3757142857142857
577,-3329.0,0.19253489476250252,392.8345642089844,0.67,0.045,0.392,0.26857142857142857
578,-3344.0,0.2089407290628255,352.03704833984375,0.63,0.055,0.376,0.12428571428571429
579,-646.0,0.18320602091989713,360.5006103515625,0.82,0.0325,0.509,0.3957142857142858
580,-633.0,0.15906782342790393,312.35284423828125,0.58,0.075,0.396,0.29000000000000004
581,-2515.0,0.11552058861499452,333.6304931640625,0.63,0.065,0.313,0.49428571428571433
582,-1325.0,0.16467637362230952,305.3761291503906,0.615,0.02,0.391,0.562857142857143
583,-686.0,0.1661360227034103,423.9738464355469,0.715,0.0675,0.283,0.6157142857142858
584,-2127.0,0.20883850089740008,353.0150146484375,0.695,0.0425,0.363,0.28285714285714286
585,-3320.0,0.22423066998297664,331.06982421875,0.675,0.0625,0.4,0.24142857142857146
586,-2444.0,0.2371752969629597,390.5018615722656,0.555,0.0075,0.428,0.3871428571428571
587,-477.0,0.19121898618530914,375.91448974609375,0.72,0.18,0.339,0.4814285714285715
588,-3149.0,0.24729446263102414,374.7586364746094,0.545,0.025,0.428,0.39285714285714285
589,-1678.0,0.18852999372549156,477.3741149902344,0.585,0.065,0.35,0.39142857142857157
590,-748.0,0.1965240357219175,267.0876159667969,0.64,0.0325,0.388,0.48999999999999994
591,-1784.0,0.29938508941891734,523.8718872070312,0.78,0.165,0.401,0.1642857142857143
592,-2819.0,0.2712046107241934,293.9486389160156,0.615,0.035,0.412,0.5814285714285715
593,-1564.0,0.2381703781887024,322.8410949707031,0.805,0.1625,0.362,0.11428571428571428
594,-2484.0,0.3457163522585428,357.3897705078125,0.74,0.175,0.37,0.18714285714285722
595,-1651.0,0.20855138770847198,373.9455871582031,0.775,0.085,0.41,0.22999999999999998
596,-2991.0,0.26989946207270676,399.6044006347656,0.565,0.1325,0.38,0.28428571428571436
597,-2540.0,0.2396105653221769,350.5306396484375,0.52,0.0175,0.406,0.39999999999999997
598,-362.0,0.26156143191474257,358.0246276855469,0.635,0.0825,0.34,0.7171428571428572
599,-2880.0,0.3491640219415006,362.8363342285156,0.69,0.0675,0.33,0.29142857142857154
600,-1015.0,0.180657358091204,440.47601318359375,0.715,0.275,0.301,0.11857142857142856
601,-2127.0,0.2956678409323753,299.52227783203125,0.81,0.11,0.384,0.12714285714285714
602,-1431.0,0.28324223579693353,268.9756774902344,0.67,0.01,0.403,0.5057142857142857
603,-2366.0,0.34000490854668897,346.8883056640625,0.76,0.09,0.45,0.25285714285714284
